node_index,node_id,node_name,node_type,SMILES,MW,clogp,tpsa,scaffold_cluster
14024,DB00648,Mitotane,drug,C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)C(Cl)Cl)Cl,320.04599999999994,5.929000000000001,0.0,7
14025,DB00663,Flumethasone,drug,C[C@@H]1C[C@H]2[C@@H]3C[C@@H](C4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C)F,410.4570000000001,1.8437,94.83000000000001,4
14026,DB00687,Fludrocortisone,drug,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@]2([C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O)F,380.4560000000001,1.8737,94.83000000000001,8
14027,DB00741,Hydrocortisone,drug,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O,362.46600000000007,1.7815999999999996,94.83000000000001,3
14028,DB00846,Flurandrenolide,drug,C[C@]12CCC(=O)C=C1[C@H](C[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3C[C@@H]5[C@]4(OC(O5)(C)C)C(=O)CO)C)O)F,436.5200000000002,2.498700000000001,93.06,9
14029,DB00860,Prednisolone,drug,C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C)O,360.45000000000005,1.5575999999999999,94.83,2
14030,DB00896,Rimexolone,drug,CCC(=O)[C@]1([C@@H](C[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)C=C[C@]34C)O)C)C)C,370.5330000000001,4.496500000000005,54.370000000000005,2
14031,DB01013,Clobetasol propionate,drug,CCC(=O)O[C@@]1([C@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)O)C)C)C(=O)CCl,466.9770000000002,4.103100000000004,80.67000000000002,4
14032,DB01047,Fluocinonide,drug,CC(=O)OCC(=O)[C@@]12[C@@H](C[C@@H]3[C@@]1(C[C@@H]([C@]4([C@H]3C[C@@H](C5=CC(=O)C=C[C@@]54C)F)F)O)C)OC(O2)(C)C,494.53100000000023,2.9376000000000007,99.13000000000001,5
14033,DB01222,Budesonide,drug,CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@@]5([C@H]4[C@H](C[C@@]3([C@@]2(O1)C(=O)CO)C)O)C,430.5410000000002,2.716800000000001,93.06,1
14034,DB01380,Cortisone acetate,drug,CC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(CC(=O)[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C)O,402.48700000000025,2.5606000000000004,97.74000000000001,10
14035,DB01384,Paramethasone,drug,C[C@@H]1C[C@H]2[C@@H]3C[C@@H](C4=CC(=O)C=C[C@@]4([C@H]3[C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)C)F,392.4670000000001,1.7515999999999998,94.83000000000001,2
14036,DB01410,Ciclesonide,drug,CC(C)C(=O)OCC(=O)[C@@]12[C@@H](C[C@@H]3[C@@]1(C[C@@H]([C@H]4[C@H]3CCC5=CC(=O)C=C[C@]45C)O)C)O[C@H](O2)C6CCCCC6,540.6970000000002,4.703900000000004,99.13000000000001,11
14037,DB05688,CRx-119,drug,,,,,-1
14038,DB08906,Fluticasone furoate,drug,C[C@@H]1C[C@H]2[C@@H]3C[C@@H](C4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)SCF)OC(=O)C5=CC=CO5)C)O)F)C)F,538.5840000000003,4.926800000000005,93.81000000000002,12
14039,DB09124,Medrogestone,drug,CC1=C[C@@H]2[C@H](CC[C@]3([C@H]2CC[C@]3(C)C(=O)C)C)[C@@]4(C1=CC(=O)CC4)C,340.5070000000001,5.279700000000005,34.14,13
14040,DB13867,Fluticasone,drug,C[C@@H]1C[C@H]2[C@@H]3C[C@@H](C4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)SCF)O)C)O)F)C)F,444.5150000000001,3.4691000000000027,74.60000000000001,4
14041,DB14538,Hydrocortisone aceponate,drug,CCC(=O)O[C@@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)O)C)C(=O)COC(=O)C,460.56700000000035,3.3133000000000017,106.97000000000003,3
14042,DB14539,Hydrocortisone acetate,drug,CC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)O)C)O,404.5030000000002,2.3524000000000007,100.9,3
14043,DB14540,Hydrocortisone butyrate,drug,CCCC(=O)O[C@@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)O)C)C(=O)CO,432.55700000000024,3.1326000000000023,100.90000000000002,3
14044,DB14541,Hydrocortisone cypionate,drug,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)COC(=O)CCC5CCCC5)O)C)O,486.6490000000004,4.3029000000000055,100.9,14
14045,DB14542,Hydrocortisone phosphate,drug,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)COP(=O)(O)O)O)C)O,442.4450000000001,1.8986000000000005,141.36,3
14046,DB14543,Hydrocortisone probutate,drug,CCCC(=O)O[C@@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)O)C)C(=O)COC(=O)CC,488.6210000000004,4.093500000000003,106.97000000000003,3
14047,DB14544,Hydrocortisone valerate,drug,CCCCC(=O)O[C@@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)O)C)C(=O)CO,446.5840000000003,3.5227000000000026,100.90000000000002,3
14048,DB14631,Prednisolone phosphate,drug,C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)COP(=O)(O)O)O)CCC4=CC(=O)C=C[C@]34C)O,440.4290000000002,1.6745999999999999,141.36,2
14049,DB14669,Betamethasone phosphate,drug,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)COP(=O)(O)O)O)C)O)F)C,472.44600000000014,2.0127,141.36,4
14050,DB15566,Prednisolone acetate,drug,CC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)C=C[C@]34C)O)C)O,402.48700000000014,2.1284000000000005,100.9,2
14051,DB00162,Vitamin A,drug,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/CO)/C)/C,286.45900000000006,5.510300000000006,20.23,15
14052,DB06755,Beta carotene,drug,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C2=C(CCCC2(C)C)C)\C)\C)/C)/C,536.8880000000004,12.605799999999977,0.0,16
14053,DB00163,Vitamin E,drug,CC1=C(C2=C(CC[C@@](O2)(C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C(=C1O)C)C,430.7170000000002,8.840260000000002,29.46,17
14054,DB03917,N-Ethylretinamide,drug,CCNC(=O)/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(CCCC1(C)C)C,327.5120000000001,5.654100000000006,29.1,15
14055,DB05076,Fenretinide,drug,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C(=O)NC2=CC=C(C=C2)O)/C)/C,391.5550000000001,6.8623000000000065,49.33,18
14056,DB06985,2-[({4-[2-(trifluoromethyl)phenyl]piperidin-1-yl}carbonyl)amino]benzoic acid,drug,C1CN(CCC1C2=CC=CC=C2C(F)(F)F)C(=O)NC3=CC=CC=C3C(=O)O,392.37700000000007,4.815100000000005,69.64,19
14057,DB00255,Diethylstilbestrol,drug,CC/C(=C(/CC)\C1=CC=C(C=C1)O)/C2=CC=C(C=C2)O,268.356,4.828600000000005,40.46,20
14058,DB00279,Liothyronine,drug,C1=CC(=C(C=C1OC2=C(C=C(C=C2I)C[C@@H](C(=O)O)N)I)I)O,650.9760000000001,3.9527000000000014,92.78,21
14059,DB00451,Levothyroxine,drug,C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)C[C@@H](C(=O)O)N,776.872,4.557300000000002,92.78,21
14060,DB00586,Diclofenac,drug,C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl,296.153,4.364100000000001,49.33,22
14061,DB00861,Diflunisal,drug,C1=CC(=C(C=C1C2=C(C=C(C=C2)F)F)C(=O)O)O,250.19999999999996,3.035600000000001,57.53,23
14062,DB01093,Dimethyl sulfoxide,drug,CS(=O)C,78.13600000000001,-0.005299999999999971,17.07,0
14063,DB01583,Liotrix,drug,C1=CC(=C(C=C1OC2=C(C=C(C=C2I)C[C@@H](C(=O)[O-])N)I)I)O.C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)C[C@@H](C(=O)[O-])N.[Na+].[Na+],1471.8120000000001,-0.15139999999999898,191.22000000000003,24
14064,DB01645,Genistein,drug,C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O,270.23999999999995,2.576800000000001,90.9,25
14065,DB01751,Tetraiodothyroacetic acid,drug,C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)CC(=O)O,747.83,5.230000000000003,66.76,21
14066,DB01838,"6,4'-Dihydroxy-3-Methyl-3',5'-Dibromoflavone",drug,CC1=C(OC2=C(C1=O)C=C(C=C2)O)C3=CC(=C(C(=C3)Br)O)Br,426.06,4.704620000000003,70.67,26
14067,DB02179,O-Trifluoromethylphenyl Anthranilic Acid,drug,C1=CC=C(C(=C1)C(=O)O)NC2=CC=CC=C2C(F)(F)F,281.23299999999995,4.1472000000000016,49.33,22
14068,DB02266,Flufenamic acid,drug,C1=CC=C(C(=C1)C(=O)O)NC2=CC=CC(=C2)C(F)(F)F,281.23299999999995,4.147200000000001,49.33,22
14069,DB02417,"2,4,6-Tribromophenol",drug,C1=C(C=C(C(=C1Br)O)Br)Br,330.801,3.679700000000001,20.23,27
14070,DB02698,"N-(M-Trifluoromethylphenyl) Phenoxazine-4,6-Dicarboxylic Acid",drug,C1=CC(=CC(=C1)N2C3=CC=CC(=C3OC4=C(C=CC=C42)C(=O)O)C(=O)O)C(F)(F)F,415.3230000000001,5.6773000000000025,87.07000000000001,28
14071,DB02709,Resveratrol,drug,C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)O)O)O,228.24699999999999,2.973800000000002,60.69,20
14072,DB03167,Pentabromophenol,drug,C1(=C(C(=C(C(=C1Br)Br)Br)Br)Br)O,488.59299999999996,5.204700000000001,20.23,27
14073,DB03239,"3',5'-Dinitro-N-Acetyl-L-Thyronine",drug,CC(=O)N[C@@H](CC1=CC=C(C=C1)OC2=CC(=C(C(=C2)[N+](=O)[O-])O)[N+](=O)[O-])C(=O)O,405.31900000000013,2.1327000000000003,182.14,21
14074,DB03346,"3,3',5,5'-tetrachlorobiphenyl-4,4'-diol",drug,C1=C(C=C(C(=C1Cl)O)Cl)C2=CC(=C(C(=C2)Cl)O)Cl,323.99,5.378400000000001,40.46,23
14075,DB03682,"Dibenzofuran-4,6-Dicarboxylic Acid",drug,C1=CC2=C(C(=C1)C(=O)O)OC3=C2C=CC=C3C(=O)O,256.21299999999997,2.9824,87.74,29
14076,DB04474,8-anilinonaphthalene-1-sulfonic acid,drug,C1=CC=C(C=C1)NC2=CC=CC3=C2C(=CC=C3)S(=O)(=O)O,299.35100000000006,3.8301000000000016,66.4,30
14077,DB04674,"2-HYDROXY-3,5-DIIODOBENZOIC ACID",drug,C1=C(C=C(C(=C1C(=O)O)O)I)I,389.914,2.2996000000000003,57.53,27
14078,DB04756,"2-[(3,5-Dichloro-4-trioxidanylphenyl)amino]benzoic acid",drug,C1=CC=C(C(=C1)C(=O)O)NC2=CC(=C(C(=C2)Cl)OOO)Cl,330.12300000000005,4.218600000000001,88.02000000000001,22
14079,DB05235,NRP409,drug,,,,,-1
14080,DB05352,Fx-1006A,drug,,,,,-1
14081,DB06885,3-[({(1E)-[2-(trifluoromethyl)phenyl]methylidene}amino)oxy]propanoic acid,drug,C1=CC=C(C(=C1)/C=N/OCCC(=O)O)C(F)(F)F,261.19899999999996,2.5305999999999997,58.89,27
14082,DB06907,"2-(2,6-DICHLOROPHENYL)-1,3-BENZOXAZOLE-6-CARBOXYLIC ACID",drug,C1=CC(=C(C(=C1)Cl)C2=NC3=C(O2)C=C(C=C3)C(=O)O)Cl,308.12,4.499800000000001,63.33,31
14083,DB06935,"2',6'-DIFLUOROBIPHENYL-4-CARBOXYLIC ACID",drug,C1=CC(=C(C(=C1)F)C2=CC=C(C=C2)C(=O)O)F,234.20099999999996,3.330000000000002,37.3,23
14084,DB07047,"2',4'-DICHLORO-4-HYDROXY-1,1'-BIPHENYL-3-CARBOXYLIC ACID",drug,C1=CC(=C(C=C1C2=C(C=C(C=C2)Cl)Cl)C(=O)O)O,283.10999999999996,4.064200000000002,57.53,23
14085,DB07176,1-Naphthylamine-5-sulfonic acid,drug,C1=CC2=C(C=CC=C2S(=O)(=O)O)C(=C1)N,223.25299999999996,1.6686999999999996,80.39,32
14086,DB07201,(2S)-3-[(9H-fluoren-9-ylideneamino)oxy]-2-methylpropanoic acid,drug,C[C@@H](CON=C1C2=CC=CC=C2C3=CC=CC=C31)C(=O)O,281.31100000000004,3.1567000000000007,58.89,33
14087,DB07240,3-[(9H-fluoren-9-ylideneamino)oxy]propanoic acid,drug,C1=CC=C2C(=C1)C3=CC=CC=C3C2=NOCCC(=O)O,267.28399999999993,2.9107000000000003,58.89,33
14088,DB07282,3-({[(1Z)-(2-methoxyphenyl)methylidene]amino}oxy)propanoic acid,drug,COC1=CC=CC=C1/C=N\OCCC(=O)O,223.22799999999992,1.5204,68.12,27
14089,DB07693,"N-(3,5-dibromo-4-hydroxyphenyl)-2,6-dimethylbenzamide",drug,CC1=C(C(=CC=C1)C)C(=O)NC2=CC(=C(C(=C2)Br)O)Br,399.08199999999994,4.786340000000003,49.33,34
14090,DB07694,"2,5-dichloro-N-(3,5-dibromo-4-hydroxyphenyl)benzamide",drug,C1=CC(=C(C=C1Cl)C(=O)NC2=CC(=C(C(=C2)Br)O)Br)Cl,439.918,5.476300000000001,49.33,34
14091,DB07695,"N-(3,5-dibromo-4-hydroxyphenyl)-4-hydroxy-3,5-dimethylbenzamide",drug,CC1=CC(=CC(=C1O)C)C(=O)NC2=CC(=C(C(=C2)Br)O)Br,415.08099999999996,4.491940000000002,69.56,34
14092,DB07753,"3',5'-DIFLUOROBIPHENYL-4-CARBOXYLIC ACID",drug,C1=CC(=CC=C1C2=CC(=CC(=C2)F)F)C(=O)O,234.20099999999994,3.330000000000001,37.3,23
14093,DB07775,"3',5'-DIBROMO-2',4,4',6'-TETRAHYDROXY AURONE",drug,C1=C(C=C2C(=C1O)C(=O)/C(=C/C3=CC(=C(C(=C3O)Br)O)Br)/O2)O,444.031,3.6502000000000017,107.22000000000001,35
14094,DB07962,"METHYL N-[(2',4'-DIFLUORO-4-HYDROXY-5-IODOBIPHENYL-3-YL)CARBONYL]-BETA-ALANINATE",drug,COC(=O)CCNC(=O)C1=C(C(=CC(=C1)C2=C(C=C(C=C2)F)F)I)O,461.202,3.234900000000002,75.63,23
14095,DB07963,"N-[(2',4'-DIFLUORO-4-HYDROXY-5-IODOBIPHENYL-3-YL)CARBONYL]-BETA-ALANINE",drug,C1=CC(=C(C=C1F)F)C2=CC(=C(C(=C2)I)O)C(=O)NCCC(=O)O,447.1750000000002,3.1465000000000014,86.63000000000001,23
14096,DB08100,"2,6-dimethyl-4-[(E)-2-phenylethenyl]phenol",drug,CC1=CC(=CC(=C1O)C)/C=C/C2=CC=CC=C2,224.30300000000003,4.179440000000003,20.23,20
14097,DB08101,"2,6-dibromo-4-[(E)-2-phenylethenyl]phenol",drug,C1=CC=C(C=C1)/C=C/C2=CC(=C(C(=C2)Br)O)Br,354.04099999999994,5.087600000000003,20.23,20
14098,DB08102,"3,5-dibromobiphenyl-4-ol",drug,C1=CC=C(C=C1)C2=CC(=C(C(=C2)Br)O)Br,328.00299999999993,4.584200000000002,20.23,23
14099,DB08103,"2,6-dibromo-4-phenoxyphenol",drug,C1=CC=C(C=C1)OC2=CC(=C(C(=C2)Br)O)Br,344.00199999999995,4.709500000000002,29.46,21
14100,DB08104,"N-(3,5-dibromo-4-hydroxyphenyl)benzamide",drug,C1=CC=C(C=C1)C(=O)NC2=CC(=C(C(=C2)Br)O)Br,371.02799999999996,4.169500000000002,49.33,34
14101,DB08205,"4-(1,3-BENZOXAZOL-2-YL)-2,6-DIMETHYLPHENOL",drug,CC1=CC(=CC(=C1O)C)C2=NC3=CC=CC=C3O2,239.274,3.8172400000000026,46.260000000000005,31
14102,DB08206,"4-(1,3-BENZOXAZOL-2-YL)-2,6-DIBROMOPHENOL",drug,C1=CC=C2C(=C1)N=C(O2)C3=CC(=C(C(=C3)Br)O)Br,369.012,4.725400000000001,46.260000000000005,31
14103,DB08207,"2-(3,5-DIMETHYLPHENYL)-1,3-BENZOXAZOLE",drug,CC1=CC(=CC(=C1)C2=NC3=CC=CC=C3O2)C,223.275,4.111640000000002,26.03,31
14104,DB09100,"Thyroid, porcine",drug,,,,,-1
14105,DB00200,Hydroxocobalamin,drug,CC1=CC2=C(C=C1C)N(C=N2)[C@@H]3[C@@H]([C@@H]([C@H](O3)CO)OP(=O)([O-])O[C@H](C)CNC(=O)CC[C@@]\4([C@H]([C@@H]5[C@]6([C@@]([C@@H](C(=N6)/C(=C\7/[C@@]([C@@H](C(=N7)/C=C\8/C([C@@H](C(=N8)/C(=C4\[N-]5)/C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)/C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.O.[Co],1347.3849999999993,2.4881400000000116,496.41999999999996,36
14106,DB13751,Glycyrrhizic acid,drug,C[C@]12CC[C@](C[C@H]1C3=CC(=O)[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O[C@@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O)O)O)C)(C)C(=O)O,822.9420000000008,2.245600000000002,267.03999999999996,37
14107,DB00080,Daptomycin,drug,CCCCCCCCCC(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)N[C@H](CC(=O)N)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H]3[C@H](OC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC3=O)CCCN)CC(=O)O)C)CC(=O)O)CO)[C@H](C)CC(=O)O)CC(=O)C4=CC=CC=C4N)C,1620.693000000001,-5.621799999999963,702.02,38
14108,DB09270,Ubidecarenone,drug,CC1=C(C(=O)C(=C(C1=O)OC)OC)C/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C,863.3649999999994,17.853899999999975,52.60000000000001,39
14109,DB11251,Tocopherol,drug,,,,,-1
14110,DB14003,alpha-Tocopherol acetate,drug,,,,,-1
14111,DB00523,Alitretinoin,drug,CC1=C(C(CCC1)(C)C)/C=C/C(=C\C=C\C(=C\C(=O)O)\C)/C,300.44200000000006,5.602600000000005,37.3,15
14112,DB00926,Etretinate,drug,CCOC(=O)C=C(C)C=CC=C(C)C=CC1=C(C(=C(C=C1C)OC)C)C,354.4900000000001,5.645560000000007,35.53,27
14113,DB04942,Tamibarotene,drug,CC1(CCC(C2=C1C=CC(=C2)NC(=O)C3=CC=C(C=C3)C(=O)O)(C)C)C,351.44600000000014,4.986100000000004,66.4,40
14114,DB00893,Iron Dextran,drug,,,,,-1
14115,DB01294,Bismuth subsalicylate,drug,C1=CC=C2C(=C1)C(=O)O[Bi]O2.O,363.10100000000006,-0.05470000000000019,67.03,41
14116,DB05260,Gallium nitrate,drug,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[Ga+3],255.73499999999996,-1.0981000000000003,198.6,0
14117,DB06215,Ferumoxytol,drug,[O-2].[O-2].[O-2].[O-2].[Fe+2].[Fe+3].[Fe+3],231.531,-0.4827,114.0,0
14118,DB11136,Chromium,drug,[Cr],51.996,-0.0025,0.0,0
14119,DB11182,Rose bengal,drug,C1=C2C(=C3C=C(C(=O)C(=C3OC2=C(C(=C1I)O)I)I)I)C4=C(C(=C(C(=C4Cl)Cl)Cl)Cl)C(=O)O,973.6749999999997,9.000599999999999,87.74,42
14120,DB13949,Ferric cation,drug,[Fe+3],55.845,-0.0025,0.0,0
14121,DB14520,Tetraferric tricitrate decahydrate,drug,C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])[O-].C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])[O-].C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])[O-].O.O.O.O.O.O.O.O.O.O.[Fe+3].[Fe+3].[Fe+3].[Fe+3],967.8030000000005,-25.910800000000027,745.3499999999999,0
14122,DB14526,Chromic citrate,drug,C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.[Cr+3],241.095,-5.255099999999999,140.61999999999998,0
14123,DB14527,Chromic nitrate,drug,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[Cr+3],238.00799999999998,-0.7198000000000002,198.6,0
14124,DB14528,Chromium gluconate,drug,C([C@H]([C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O)O.C([C@H]([C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O)O.C([C@H]([C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O)O.[Cr+3],637.4370000000005,-14.485900000000008,423.8400000000001,0
14125,DB14529,Chromium nicotinate,drug,C1=CC(=CN=C1)C(=O)[O-].C1=CC(=CN=C1)C(=O)[O-].C1=CC(=CN=C1)C(=O)[O-].[Cr+3],418.30500000000006,-1.6671999999999991,159.06,43
14126,DB14530,Chromous sulfate,drug,[O-]S(=O)(=O)[O-].[Cr+2],148.059,-1.3404999999999996,80.25999999999999,0
14127,DB00070,Hyaluronidase (ovine),drug,,,,,-1
14128,DB00083,Botulinum toxin type A,drug,,,,,-1
14129,DB00104,Octreotide,drug,C[C@H]([C@H]1C(=O)N[C@@H](CSSC[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N1)CCCCN)CC2=CNC3=CC=CC=C32)CC4=CC=CC=C4)NC(=O)[C@@H](CC5=CC=CC=C5)N)C(=O)N[C@H](CO)[C@@H](C)O)O,1019.2610000000002,-0.8053999999999939,332.22,44
14130,DB00126,Ascorbic acid,drug,C([C@@H]([C@@H]1C(=C(C(=O)O1)O)O)O)O,176.124,-1.4073999999999995,107.22000000000001,45
14131,DB00137,Lutein,drug,CC1=C(C(C[C@@H](C1)O)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/[C@H]2C(=C[C@@H](CC2(C)C)O)C)/C)/C,568.8860000000002,10.403299999999993,40.46,46
14132,DB00152,Thiamine,drug,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO,265.36199999999997,0.60774,75.91,47
14133,DB00159,Icosapent,drug,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O,302.458,5.9927000000000055,37.3,0
14134,DB00165,Pyridoxine,drug,CC1=NC=C(C(=C1O)CO)CO,169.17999999999998,0.08022000000000001,73.58000000000001,48
14135,DB00214,Torasemide,drug,CC1=CC(=CC=C1)NC2=C(C=NC=C2)S(=O)(=O)NC(=O)NC(C)C,348.42800000000005,2.5299200000000006,100.19,49
